G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,AB,RBI,RUN,HIT,H2,H3,HR,SB,BB,KK,GD,ERR,LOB
20200801OBNC0,20200801,OB,NC,T,45,12,12,17,2,1,0,2,4,9,1,1,9
20200802OBNC0,20200802,OB,NC,T,48,7,7,15,5,0,0,2,2,8,2,0,8
20200804OBSS0,20200804,OB,SS,B,36,3,3,9,1,0,1,0,1,4,0,0,7
20200805OBSS0,20200805,OB,SS,B,28,2,2,4,0,0,0,1,4,4,0,1,6
20200806OBSS0,20200806,OB,SS,B,31,5,5,7,1,1,0,0,4,7,0,0,7
20200807OBLT0,20200807,OB,LT,B,35,4,4,11,1,0,0,2,1,2,1,2,7
20200808OBLT0,20200808,OB,LT,B,16,1,1,3,0,0,1,0,0,0,2,0,0
20200811OBSS0,20200811,OB,SS,T,33,6,6,9,1,0,1,0,6,4,2,0,6
20200812OBSS0,20200812,OB,SS,T,45,14,15,24,2,0,2,0,3,2,3,1,8
20200813OBSS0,20200813,OB,SS,T,28,2,2,4,0,0,1,1,9,11,1,0,10
20200814OBKT0,20200814,OB,KT,B,45,3,3,10,0,0,2,2,8,9,1,1,14
20200815OBKT0,20200815,OB,KT,B,38,7,7,13,1,0,1,3,3,3,1,1,8
20200816OBKT0,20200816,OB,KT,B,28,1,1,3,1,0,0,1,7,6,2,1,7
20200818OBLT0,20200818,OB,LT,T,43,7,9,16,2,0,0,1,5,10,0,1,14
20200819OBLT0,20200819,OB,LT,T,28,3,3,6,0,0,1,0,5,6,3,1,3
20200820OBLT0,20200820,OB,LT,B,40,5,5,14,4,0,0,0,3,10,1,0,11
20200821OBLT0,20200821,OB,LT,B,31,1,1,5,0,0,0,0,4,6,0,2,9
20200822OBSK0,20200822,OB,SK,T,39,6,8,12,1,0,2,2,5,9,0,0,9
20200823OBSK0,20200823,OB,SK,T,35,8,8,9,0,0,3,3,9,4,0,0,10
20200825OBHT0,20200825,OB,HT,B,37,10,10,15,1,0,3,0,5,2,1,1,9
20200826OBHT0,20200826,OB,HT,B,35,5,5,11,1,0,1,0,6,8,1,0,11
20200827OBNC0,20200827,OB,NC,T,37,2,2,13,6,0,0,0,2,4,1,1,10
20200828OBNC0,20200828,OB,NC,T,46,11,11,18,1,0,4,0,6,4,0,0,14
20200829OBLG0,20200829,OB,LG,T,35,5,5,11,3,0,1,2,3,3,0,0,6
20200830OBLG0,20200830,OB,LG,T,31,1,1,7,1,0,0,0,1,5,2,1,4
20200901OBHH0,20200901,OB,HH,B,33,4,4,10,2,0,0,1,2,5,1,0,8
20200903OBSS0,20200903,OB,SS,T,38,8,10,10,3,1,3,1,3,4,1,3,4
20200904OBSS0,20200904,OB,SS,T,32,4,5,8,1,0,0,0,5,12,2,1,6
20200905OBSK0,20200905,OB,SK,B,29,5,5,6,1,0,0,0,9,5,0,0,9
20200906OBSK0,20200906,OB,SK,B,38,10,10,14,2,0,2,0,5,3,0,1,9
20200908OBKT0,20200908,OB,KT,B,36,6,8,12,7,0,1,0,3,5,0,1,7
20200909OBKT0,20200909,OB,KT,B,41,2,2,10,2,0,0,1,3,6,0,2,11
20200910OBHT0,20200910,OB,HT,T,36,5,5,9,0,0,0,2,6,9,0,0,10
20200912OBWO0,20200912,OB,WO,T,29,0,0,4,1,0,0,0,2,8,2,0,4
20200913OBWO0,20200913,OB,WO,T,48,6,6,15,2,0,0,0,7,7,0,0,14
20200915OBNC0,20200915,OB,NC,B,30,6,7,8,3,0,0,0,4,3,0,1,4
20200916OBNC0,20200916,OB,NC,B,32,3,3,7,1,0,0,0,1,6,1,1,3
20200917OBKT0,20200917,OB,KT,T,33,0,0,6,0,0,0,0,0,5,2,0,6
20200918OBKT0,20200918,OB,KT,T,41,4,4,11,1,0,1,0,2,4,1,0,8
20200919OBLG0,20200919,OB,LG,B,36,6,6,10,2,0,2,0,3,8,1,1,6
20200920OBLG0,20200920,OB,LG,B,31,6,6,9,1,0,1,1,14,6,3,0,13
20200922OBHH0,20200922,OB,HH,T,29,1,1,6,0,0,1,0,4,5,3,0,5
20200923OBHH0,20200923,OB,HH,T,37,5,5,11,5,0,0,0,5,6,0,0,11
20200721SKLT0,20200721,SK,LT,B,34,8,8,13,1,0,3,2,4,6,1,0,7
20200724SKHH0,20200724,SK,HH,T,34,7,7,8,1,0,3,1,5,13,0,0,6
20200726SKHH0,20200726,SK,HH,T,35,7,7,10,2,0,0,1,7,5,1,0,8
20200727SKHH0,20200727,SK,HH,T,32,5,5,10,3,0,1,1,4,5,3,1,5
20200728SKLG0,20200728,SK,LG,B,34,7,7,8,3,0,2,0,7,10,1,0,7
20200729SKLG0,20200729,SK,LG,B,40,6,6,14,1,0,4,2,4,5,0,1,11
20200730SKLG0,20200730,SK,LG,B,30,1,1,4,3,0,0,0,4,8,0,0,6
20200731SKKT0,20200731,SK,KT,T,31,1,1,4,0,0,1,0,5,5,1,0,8
20200801SKKT0,20200801,SK,KT,T,32,0,0,6,1,0,0,0,2,5,1,1,7
20200804SKLT0,20200804,SK,LT,B,31,0,0,6,1,0,0,0,2,6,1,0,6
20200806SKLT0,20200806,SK,LT,B,33,2,2,8,1,0,1,0,1,8,1,1,6
20200807SKSS0,20200807,SK,SS,B,32,0,0,4,1,0,0,0,2,7,0,1,7
20200808SKSS0,20200808,SK,SS,B,19,2,4,3,2,1,0,0,3,0,0,1,3
20200811SKKT0,20200811,SK,KT,T,30,0,1,4,0,0,0,0,4,8,2,0,6
20200812SKKT0,20200812,SK,KT,T,36,11,11,12,3,0,1,1,10,5,1,1,8
20200813SKKT0,20200813,SK,KT,T,41,10,10,16,1,0,1,0,4,5,0,0,10
20200814SKHT0,20200814,SK,HT,T,31,6,6,12,1,0,0,3,9,6,2,1,10
20200815SKHT0,20200815,SK,HT,T,33,3,3,9,2,0,0,0,3,1,2,0,6
20200816SKHT0,20200816,SK,HT,T,34,5,5,7,2,0,0,0,7,13,0,0,9
20200818SKHH0,20200818,SK,HH,B,31,8,9,8,2,0,2,0,7,4,0,0,7
20200819SKHH0,20200819,SK,HH,B,46,26,26,22,4,0,6,0,11,4,0,2,7
20200820SKSS0,20200820,SK,SS,B,35,3,3,11,0,0,2,0,4,6,2,3,10
20200821SKSS0,20200821,SK,SS,B,32,8,8,12,2,0,0,0,8,2,0,2,11
20200822SKOB0,20200822,SK,OB,B,36,1,1,9,2,0,1,0,5,7,0,1,13
20200823SKOB0,20200823,SK,OB,B,34,1,1,9,1,1,0,0,5,7,0,1,12
20200825SKLT0,20200825,SK,LT,T,37,10,10,11,3,0,2,1,9,3,1,2,9
20200826SKLT0,20200826,SK,LT,T,29,1,1,4,0,0,1,1,2,7,2,0,3
20200827SKHT0,20200827,SK,HT,B,36,10,10,14,4,0,2,1,3,6,0,0,8
20200828SKHT0,20200828,SK,HT,B,33,7,8,11,2,2,1,0,9,10,2,1,9
20200829SKNC0,20200829,SK,NC,T,35,5,5,9,0,0,2,0,2,5,1,2,5
20200830SKNC0,20200830,SK,NC,T,33,4,4,7,1,0,3,0,3,7,0,1,6
20200901SKLG0,20200901,SK,LG,B,35,5,5,10,0,0,0,1,6,8,1,2,10
20200903SKKT0,20200903,SK,KT,T,32,2,2,8,1,0,0,1,5,2,2,0,8
20200904SKKT0,20200904,SK,KT,T,32,2,2,5,0,0,1,0,3,6,0,1,6
20200904SKKT1,20200904,SK,KT,T,34,5,5,10,2,0,2,0,0,6,0,0,4
20200905SKOB0,20200905,SK,OB,T,30,1,1,5,0,0,1,0,2,7,1,0,4
20200906SKOB0,20200906,SK,OB,T,31,0,0,3,0,0,0,0,2,7,0,1,6
20200908SKWO0,20200908,SK,WO,B,45,12,15,16,4,0,3,0,5,8,0,0,9
20200909SKWO0,20200909,SK,WO,B,35,4,4,9,1,0,2,0,2,3,2,4,6
20200910SKHH0,20200910,SK,HH,T,36,5,5,9,1,0,1,1,5,5,0,0,9
20200911SKHH0,20200911,SK,HH,T,33,3,4,8,3,0,0,0,2,5,0,2,5
20200912SKLT0,20200912,SK,LT,B,29,1,2,5,1,0,0,0,3,2,1,0,6
20200913SKLT0,20200913,SK,LT,B,27,3,3,4,0,0,2,1,2,5,1,0,2
20200915SKHT0,20200915,SK,HT,T,40,16,16,17,1,0,2,3,10,5,3,0,9
20200916SKHT0,20200916,SK,HT,T,37,6,7,11,4,0,0,0,8,5,1,0,11
20200917SKNC0,20200917,SK,NC,B,30,0,0,4,0,0,0,1,2,11,0,0,6
20200918SKNC0,20200918,SK,NC,B,31,5,5,8,2,0,3,0,6,4,1,0,5
20200919SKKT0,20200919,SK,KT,B,30,0,0,3,0,0,0,0,4,6,1,1,7
20200920SKKT0,20200920,SK,KT,B,28,1,2,3,1,0,0,0,3,4,3,2,2
20200922SKLG0,20200922,SK,LG,T,31,2,2,3,0,0,1,1,1,9,0,1,3
20200923SKLG0,20200923,SK,LG,T,33,2,2,8,3,0,0,0,1,10,0,0,7
20200721SSNC0,20200721,SS,NC,T,36,5,5,9,0,0,1,3,4,7,2,0,6
20200725SSHT0,20200725,SS,HT,T,32,2,2,7,1,0,0,1,6,10,0,0,9
20200726SSHT0,20200726,SS,HT,T,36,5,5,12,4,0,1,1,4,4,0,1,11
20200729SSHH0,20200729,SS,HH,B,34,7,7,9,1,0,2,1,10,7,1,3,10
20200730SSHH0,20200730,SS,HH,B,36,1,2,6,2,0,0,3,8,12,0,1,12
20200731SSWO0,20200731,SS,WO,B,35,3,3,8,1,0,0,0,5,5,0,1,10
20200801SSWO0,20200801,SS,WO,B,34,7,7,8,4,0,0,0,6,8,0,1,6
20200802SSWO0,20200802,SS,WO,B,39,2,2,10,1,0,1,1,2,8,0,1,9
20200804SSOB0,20200804,SS,OB,T,34,5,6,7,2,0,1,1,7,10,0,1,8
20200805SSOB0,20200805,SS,OB,T,34,2,2,12,2,0,0,1,4,4,1,3,13
20200806SSOB0,20200806,SS,OB,T,38,2,2,11,0,0,0,3,2,7,0,1,11
20200807SSSK0,20200807,SS,SK,T,29,2,2,6,1,0,1,2,6,7,1,1,7
20200808SSSK0,20200808,SS,SK,T,17,2,2,5,1,0,1,0,1,1,0,1,2
20200811SSOB0,20200811,SS,OB,B,34,1,1,8,0,0,1,0,2,5,1,0,8
20200812SSOB0,20200812,SS,OB,B,42,7,8,16,4,0,2,0,1,6,1,2,8
20200813SSOB0,20200813,SS,OB,B,33,3,3,9,1,0,2,1,5,5,0,1,11
20200814SSHH0,20200814,SS,HH,T,41,10,10,15,4,0,1,2,3,6,1,0,7
20200815SSHH0,20200815,SS,HH,T,29,2,2,3,0,0,1,0,4,11,0,1,5
20200816SSHH0,20200816,SS,HH,T,32,2,2,5,1,0,2,1,2,9,0,1,5
20200818SSKT0,20200818,SS,KT,B,32,2,3,6,3,0,0,0,4,6,1,1,7
20200819SSKT0,20200819,SS,KT,B,34,4,4,11,0,0,0,0,2,7,3,1,7
20200820SSSK0,20200820,SS,SK,T,35,7,8,9,2,0,0,2,6,9,1,0,7
20200821SSSK0,20200821,SS,SK,T,37,6,6,11,1,1,2,0,9,8,1,0,14
20200822SSLT0,20200822,SS,LT,B,35,3,3,10,1,0,0,3,2,5,1,1,8
20200823SSLT0,20200823,SS,LT,B,31,0,0,4,0,0,0,0,4,7,0,1,8
20200825SSLG0,20200825,SS,LG,B,31,4,4,7,1,0,2,0,0,4,0,1,3
20200826SSLG0,20200826,SS,LG,B,35,5,5,9,0,0,1,0,2,6,1,0,5
20200827SSHH0,20200827,SS,HH,T,32,0,0,8,0,0,0,1,1,6,1,0,6
20200829SSWO0,20200829,SS,WO,T,37,5,5,10,2,0,0,1,2,10,0,0,8
20200830SSWO0,20200830,SS,WO,T,34,2,2,10,0,0,0,2,1,5,1,1,8
20200901SSHT0,20200901,SS,HT,T,30,0,0,4,0,0,0,0,1,5,2,1,4
20200903SSOB0,20200903,SS,OB,B,35,11,11,16,5,1,1,1,4,6,2,2,6
20200904SSOB0,20200904,SS,OB,B,37,12,12,16,3,0,2,1,9,3,2,0,12
20200906SSNC0,20200906,SS,NC,B,34,5,5,10,0,0,3,0,3,5,0,0,8
20200908SSHH0,20200908,SS,HH,B,36,2,2,7,1,0,0,2,3,6,0,0,8
20200909SSHH1,20200909,SS,HH,B,31,0,0,3,0,0,0,0,4,4,0,0,8
20200909SSHH0,20200909,SS,HH,B,31,4,4,7,0,0,1,2,4,11,0,3,5
20200910SSLT0,20200910,SS,LT,T,37,7,8,10,5,0,0,0,3,6,0,1,6
20200911SSLT0,20200911,SS,LT,T,36,4,4,8,0,0,2,0,1,9,0,2,7
20200912SSLG0,20200912,SS,LG,T,32,5,5,7,0,1,2,1,4,8,1,0,4
20200913SSLG0,20200913,SS,LG,T,42,9,11,18,1,1,1,2,5,5,0,0,13
20200915SSKT0,20200915,SS,KT,T,37,7,7,14,1,0,1,0,4,1,2,2,8
20200916SSKT0,20200916,SS,KT,T,39,4,6,14,1,0,0,0,6,4,1,0,12
20200917SSHT0,20200917,SS,HT,B,33,2,2,7,0,0,0,0,3,11,0,2,8
20200918SSHT0,20200918,SS,HT,B,35,4,5,9,2,0,0,0,4,9,1,1,8
20200919SSWO0,20200919,SS,WO,B,37,7,7,11,3,0,2,2,3,6,2,0,6
20200920SSWO0,20200920,SS,WO,B,42,12,14,18,0,0,3,1,5,6,1,0,10
20200922SSNC0,20200922,SS,NC,T,33,2,2,6,0,0,0,0,1,11,0,0,5
20200923SSNC0,20200923,SS,NC,T,36,5,7,10,2,1,1,2,2,11,0,0,5
20200721WOOB0,20200721,WO,OB,T,35,1,1,9,1,0,0,0,1,9,0,0,8
20200724WOLT0,20200724,WO,LT,B,31,2,2,6,2,0,1,1,2,12,1,0,5
20200725WOLT0,20200725,WO,LT,B,27,3,3,3,1,0,0,0,7,8,1,1,6
20200726WOLT0,20200726,WO,LT,B,35,8,8,13,4,0,0,0,5,5,1,1,8
20200728WOOB0,20200728,WO,OB,T,34,5,6,8,2,0,1,0,7,6,0,0,10
20200730WOOB0,20200730,WO,OB,T,34,8,8,13,2,0,1,2,4,2,2,0,4
20200731WOSS0,20200731,WO,SS,T,36,9,10,10,2,0,3,1,6,7,1,0,5
20200801WOSS0,20200801,WO,SS,T,48,21,22,23,7,0,1,1,12,6,0,1,13
20200802WOSS0,20200802,WO,SS,T,38,4,4,10,2,0,0,0,2,4,2,1,7
20200804WOKT0,20200804,WO,KT,B,34,2,2,10,0,0,1,0,3,7,2,1,9
20200805WOKT0,20200805,WO,KT,B,40,12,12,15,2,0,1,0,6,7,0,2,10
20200806WOKT0,20200806,WO,KT,B,28,3,3,7,2,0,1,1,5,4,1,1,8
20200807WOLG0,20200807,WO,LG,B,32,2,2,6,2,0,0,0,5,8,0,3,9
20200808WOLG0,20200808,WO,LG,B,32,5,5,9,1,0,1,1,3,7,1,0,6
20200809WOLG0,20200809,WO,LG,B,28,1,2,7,0,0,0,2,4,6,2,0,8
20200811WOHH0,20200811,WO,HH,B,45,5,5,12,1,0,1,2,8,13,0,2,15
20200812WOHH0,20200812,WO,HH,B,30,3,3,9,2,0,1,1,7,3,3,0,8
20200813WOHH0,20200813,WO,HH,B,31,6,6,11,1,1,1,1,3,4,1,0,6
20200814WOLT0,20200814,WO,LT,T,32,1,1,5,2,0,0,0,3,7,1,0,7
20200815WOLT0,20200815,WO,LT,T,34,3,3,9,4,0,0,0,2,4,1,3,6
20200816WOLT0,20200816,WO,LT,T,35,5,6,9,5,0,1,1,5,4,0,1,8
20200818WONC0,20200818,WO,NC,T,34,1,1,7,0,0,0,1,1,6,0,0,7
20200819WONC0,20200819,WO,NC,T,35,6,6,8,3,0,1,1,5,5,1,3,7
20200820WOLG0,20200820,WO,LG,B,31,6,6,8,2,0,0,2,7,6,1,2,9
20200821WOLG0,20200821,WO,LG,B,33,3,3,6,0,0,1,1,3,6,0,0,6
20200822WOHT0,20200822,WO,HT,B,32,4,4,10,1,0,1,1,5,6,2,1,9
20200823WOHT0,20200823,WO,HT,B,37,5,7,13,2,1,0,1,3,9,1,0,7
20200825WOKT0,20200825,WO,KT,T,36,3,4,10,0,0,0,2,7,6,0,0,13
20200826WOKT0,20200826,WO,KT,T,36,5,5,8,0,1,2,1,3,6,1,1,5
20200827WOLT0,20200827,WO,LT,T,40,11,11,15,5,0,3,2,4,2,2,0,7
20200828WOLT0,20200828,WO,LT,T,36,7,8,11,3,0,2,5,7,7,0,0,9
20200829WOSS0,20200829,WO,SS,B,30,4,4,8,2,0,0,0,3,3,3,1,4
20200830WOSS0,20200830,WO,SS,B,34,3,3,11,1,1,0,3,3,4,1,0,10
20200901WONC0,20200901,WO,NC,B,33,2,2,6,2,0,0,0,2,7,0,1,6
20200902WONC0,20200902,WO,NC,B,31,6,6,7,2,0,0,1,10,7,0,0,11
20200903WOHH0,20200903,WO,HH,T,34,6,6,9,0,0,1,2,5,8,0,2,7
20200904WOHH0,20200904,WO,HH,T,32,1,1,6,1,0,0,2,4,8,0,1,8
20200905WOKT0,20200905,WO,KT,B,32,1,1,5,1,0,0,0,0,7,0,1,4
20200906WOKT0,20200906,WO,KT,B,34,7,7,9,2,0,2,0,4,10,1,1,4
20200908WOSK0,20200908,WO,SK,T,43,15,16,17,4,0,5,0,6,7,1,4,6
20200909WOSK0,20200909,WO,SK,T,35,10,13,11,2,0,1,3,16,5,3,1,13
20200910WOLG0,20200910,WO,LG,T,32,1,1,6,1,0,1,0,3,7,0,1,8
20200911WOLG0,20200911,WO,LG,T,38,8,8,13,3,1,0,1,2,4,1,0,6
20200912WOOB0,20200912,WO,OB,B,31,2,2,9,2,0,0,0,4,6,0,0,10
20200913WOOB0,20200913,WO,OB,B,49,6,6,13,1,0,0,2,11,15,0,2,18
20200915WOLT0,20200915,WO,LT,B,38,5,5,11,1,0,0,0,8,7,1,0,14
20200917WOHH0,20200917,WO,HH,B,26,5,5,4,2,0,0,0,8,9,1,0,6
20200918WOHH0,20200918,WO,HH,B,31,0,0,4,2,0,0,1,3,9,0,1,7
20200919WOSS0,20200919,WO,SS,T,39,8,8,15,3,0,0,2,3,12,0,1,8
20200920WOSS0,20200920,WO,SS,T,37,6,6,13,2,0,1,0,4,7,3,4,8
20200922WOHT0,20200922,WO,HT,T,32,2,2,5,1,0,0,0,3,3,0,1,6
20200923WOHT0,20200923,WO,HT,T,42,13,13,17,3,2,2,0,5,6,1,0,8
20200924KTHT0,20200924,KT,HT,B,34,2,3,8,2,0,0,0,3,11,0,0,7
20200924HTKT0,20200924,HT,KT,T,40,4,5,16,4,1,0,0,5,3,1,1,14
20200924NCLG0,20200924,NC,LG,B,39,12,12,17,4,0,2,0,5,4,1,0,9
20200924LGNC0,20200924,LG,NC,T,35,8,8,9,1,0,4,1,7,11,1,1,7
20200924HHLT0,20200924,HH,LT,B,36,7,7,15,4,0,1,2,4,8,2,3,10
20200924LTHH0,20200924,LT,HH,T,32,4,4,6,0,0,0,3,5,5,1,3,7
20200924WOSK0,20200924,WO,SK,B,32,6,6,9,1,0,0,2,3,7,0,0,6
20200924SKWO0,20200924,SK,WO,T,29,1,1,6,1,0,0,1,4,8,3,1,5
20200924OBSS0,20200924,OB,SS,B,26,1,1,1,0,0,0,0,6,5,0,1,8
20200924SSOB0,20200924,SS,OB,T,32,0,0,7,1,0,0,1,2,8,2,3,7
20200925KTHT0,20200925,KT,HT,B,31,7,7,12,1,0,2,1,7,1,2,0,9
20200925HTKT0,20200925,HT,KT,T,37,3,3,12,2,0,0,0,3,4,1,0,10
20200925NCLG0,20200925,NC,LG,B,30,7,7,9,2,1,1,2,9,10,1,1,11
20200925LGNC0,20200925,LG,NC,T,33,1,1,7,0,0,1,0,3,7,1,1,8
20200925HHLT0,20200925,HH,LT,B,40,6,6,13,2,0,3,0,7,7,1,0,13
20200925LTHH0,20200925,LT,HH,T,37,5,5,13,0,0,2,0,4,6,3,0,7
20200925WOSK0,20200925,WO,SK,B,45,5,6,17,4,0,0,2,4,11,1,0,11
20200925SKWO0,20200925,SK,WO,T,40,7,8,10,3,0,1,7,7,6,1,1,7
20200925OBSS0,20200925,OB,SS,B,32,3,3,7,1,1,0,0,2,6,0,1,6
20200925SSOB0,20200925,SS,OB,T,31,3,4,7,0,0,1,2,2,7,1,0,3
20200926KTLG0,20200926,KT,LG,B,31,1,1,7,2,0,0,2,4,5,0,0,8
20200926LGKT0,20200926,LG,KT,T,31,3,3,7,1,1,0,1,6,3,1,1,9
20200926HTLT0,20200926,HT,LT,B,34,3,3,8,1,0,0,0,6,7,2,0,10
20200926LTHT0,20200926,LT,HT,T,44,15,16,18,7,0,1,0,5,5,0,1,7
20200926HHNC0,20200926,HH,NC,B,36,1,1,9,2,0,1,0,1,7,0,1,9
20200926NCHH0,20200926,NC,HH,T,42,12,13,16,1,1,2,0,9,7,0,0,11
20200926SSSK0,20200926,SS,SK,B,33,8,8,12,1,0,3,0,4,3,2,0,6
20200926SKSS0,20200926,SK,SS,T,32,2,2,8,0,0,1,0,2,10,0,0,7
20200926OBWO0,20200926,OB,WO,B,31,4,4,9,2,1,0,0,2,3,0,0,7
20200926WOOB0,20200926,WO,OB,T,30,0,0,3,1,0,0,1,2,9,0,0,5
20200927KTLG0,20200927,KT,LG,B,28,4,5,8,1,0,1,1,7,2,3,1,8
20200927LGKT0,20200927,LG,KT,T,35,4,4,9,2,0,2,1,2,7,1,2,6
20200927HTLT0,20200927,HT,LT,B,37,2,2,9,1,1,0,0,4,8,0,0,11
20200927LTHT0,20200927,LT,HT,T,33,1,1,6,1,0,0,0,3,6,0,1,7
20200927HHNC0,20200927,HH,NC,B,31,3,4,5,1,0,0,0,5,9,1,1,5
20200927NCHH0,20200927,NC,HH,T,35,3,5,9,4,0,1,1,5,4,1,2,8
20200927SSSK0,20200927,SS,SK,B,30,1,1,3,0,0,0,1,6,7,0,0,9
20200927SKSS0,20200927,SK,SS,T,42,12,12,16,5,0,4,1,3,11,0,1,6
20200927OBWO0,20200927,OB,WO,B,31,3,3,7,0,0,0,2,5,7,1,0,7
20200927WOOB0,20200927,WO,OB,T,37,7,7,12,3,0,2,1,2,8,0,2,7
20200927OBWO1,20200927,OB,WO,B,29,5,6,10,3,1,0,0,6,3,1,0,7
20200927WOOB1,20200927,WO,OB,T,36,1,1,11,1,1,0,1,2,8,2,2,10
