G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,WLS,INN2,BF,AB,HIT,H2,H3,HR,SB,BB,KK,GD,R,ER
20200801OBNC0,20200801,OB,NC,T,W,30,189,45,15,4,0,2,2,7,8,0,10,9
20200802OBNC0,20200802,OB,NC,T,W,36,182,42,8,1,0,2,0,5,10,1,4,4
20200804OBSS0,20200804,OB,SS,B,L,27,166,34,7,2,0,1,1,7,10,0,6,6
20200805OBSS0,20200805,OB,SS,B,D,24,155,34,12,2,0,0,1,4,4,1,2,1
20200806OBSS0,20200806,OB,SS,B,W,27,172,38,11,0,0,0,3,2,7,0,2,2
20200807OBLT0,20200807,OB,LT,B,L,27,194,39,12,2,0,2,0,9,6,1,8,5
20200808OBLT0,20200808,OB,LT,B,D,18,88,22,6,1,0,0,0,1,6,1,1,1
20200811OBSS0,20200811,OB,SS,T,W,27,151,34,8,0,0,1,0,2,5,1,1,1
20200812OBSS0,20200812,OB,SS,T,W,27,169,42,16,4,0,2,0,1,6,1,8,8
20200813OBSS0,20200813,OB,SS,T,L,24,148,33,9,1,0,2,1,5,5,0,3,3
20200814OBKT0,20200814,OB,KT,B,L,36,194,47,12,3,0,0,2,1,7,0,5,4
20200815OBKT0,20200815,OB,KT,B,W,27,171,34,7,2,1,1,1,7,8,0,5,4
20200816OBKT0,20200816,OB,KT,B,L,27,157,35,11,5,0,0,1,3,5,1,4,2
20200818OBLT0,20200818,OB,LT,T,W,27,145,34,6,0,1,1,0,2,7,0,2,2
20200819OBLT0,20200819,OB,LT,T,L,24,113,31,10,3,0,0,4,1,3,1,7,6
20200820OBLT0,20200820,OB,LT,B,L,27,167,36,11,2,1,1,2,7,7,1,6,6
20200821OBLT0,20200821,OB,LT,B,W,27,144,31,3,1,0,0,2,2,8,0,0,0
20200822OBSK0,20200822,OB,SK,T,W,27,163,36,9,2,0,1,0,5,7,0,1,1
20200823OBSK0,20200823,OB,SK,T,W,27,165,34,9,1,1,0,0,5,7,0,1,1
20200825OBHT0,20200825,OB,HT,B,W,27,172,34,9,2,0,1,2,11,5,2,8,6
20200826OBHT0,20200826,OB,HT,B,L,27,177,41,15,1,0,1,0,4,5,0,7,7
20200827OBNC0,20200827,OB,NC,T,L,24,163,35,13,2,1,1,0,5,9,1,8,8
20200828OBNC0,20200828,OB,NC,T,W,27,145,35,10,1,1,1,0,4,4,1,4,4
20200829OBLG0,20200829,OB,LG,T,D,27,154,37,10,2,0,2,0,1,13,0,5,5
20200830OBLG0,20200830,OB,LG,T,L,24,162,30,8,2,0,1,2,6,6,1,4,4
20200901OBHH0,20200901,OB,HH,B,W,27,125,29,3,0,0,0,0,0,9,1,0,0
20200903OBSS0,20200903,OB,SS,T,L,24,178,35,16,5,1,1,1,4,6,2,11,10
20200904OBSS0,20200904,OB,SS,T,L,24,191,37,16,3,0,2,1,9,3,2,12,11
20200905OBSK0,20200905,OB,SK,B,W,27,117,30,5,0,0,1,0,2,7,1,1,1
20200906OBSK0,20200906,OB,SK,B,W,27,111,31,3,0,0,0,0,2,7,0,0,0
20200908OBKT0,20200908,OB,KT,B,W,27,157,33,6,1,0,0,0,5,7,0,0,0
20200909OBKT0,20200909,OB,KT,B,L,33,179,38,5,0,0,1,1,4,13,0,4,3
20200910OBHT0,20200910,OB,HT,T,W,27,162,32,7,0,1,1,0,4,7,0,4,4
20200912OBWO0,20200912,OB,WO,T,L,24,141,31,9,2,0,0,0,4,6,0,2,2
20200913OBWO0,20200913,OB,WO,T,D,36,242,49,13,1,0,0,2,11,15,0,6,6
20200915OBNC0,20200915,OB,NC,B,W,27,150,33,6,1,1,0,2,4,5,0,3,3
20200916OBNC0,20200916,OB,NC,B,L,27,158,34,8,1,0,2,2,4,10,0,5,4
20200917OBKT0,20200917,OB,KT,T,L,24,157,31,9,1,1,0,3,3,8,0,3,3
20200918OBKT0,20200918,OB,KT,T,L,30,183,40,11,1,0,2,0,5,11,1,5,5
20200919OBLG0,20200919,OB,LG,B,L,27,178,40,18,1,0,2,2,4,6,2,9,9
20200920OBLG0,20200920,OB,LG,B,W,27,158,37,10,3,1,2,0,1,11,0,5,5
20200922OBHH0,20200922,OB,HH,T,L,24,145,29,6,0,0,1,0,5,16,0,5,5
20200923OBHH0,20200923,OB,HH,T,L,24,159,34,12,3,0,1,1,3,13,1,6,6
20200721SKLT0,20200721,SK,LT,B,W,27,161,35,10,1,0,1,1,5,4,1,7,7
20200724SKHH0,20200724,SK,HH,T,W,27,163,29,5,0,0,0,1,7,11,1,4,4
20200726SKHH0,20200726,SK,HH,T,W,27,174,34,8,2,0,1,0,4,8,1,4,4
20200727SKHH0,20200727,SK,HH,T,D,27,156,29,5,3,0,0,1,5,5,2,5,5
20200728SKLG0,20200728,SK,LG,B,L,27,221,49,23,3,1,6,0,9,6,1,24,24
20200729SKLG0,20200729,SK,LG,B,L,27,179,36,13,0,0,3,1,9,7,2,11,11
20200730SKLG0,20200730,SK,LG,B,L,27,187,39,13,3,0,1,1,6,6,1,9,9
20200731SKKT0,20200731,SK,KT,T,L,24,175,39,16,3,0,4,0,3,8,0,11,11
20200801SKKT0,20200801,SK,KT,T,L,24,135,36,13,1,1,3,0,5,2,2,11,11
20200804SKLT0,20200804,SK,LT,B,L,27,170,41,15,3,0,1,0,5,2,1,8,8
20200806SKLT0,20200806,SK,LT,B,L,27,150,33,6,0,0,2,0,6,6,0,8,6
20200807SKSS0,20200807,SK,SS,B,L,27,147,29,6,1,0,1,2,6,7,1,2,2
20200808SKSS0,20200808,SK,SS,B,W,15,66,17,5,1,0,1,0,1,1,0,2,2
20200811SKKT0,20200811,SK,KT,T,L,24,170,31,11,2,0,1,0,6,8,2,6,6
20200812SKKT0,20200812,SK,KT,T,W,27,147,27,2,1,0,0,0,3,3,2,2,1
20200813SKKT0,20200813,SK,KT,T,W,27,195,36,10,2,0,1,1,11,17,1,6,6
20200814SKHT0,20200814,SK,HT,T,L,24,151,31,7,2,0,1,0,9,3,0,7,7
20200815SKHT0,20200815,SK,HT,T,L,24,142,41,17,2,1,1,0,3,5,0,10,10
20200816SKHT0,20200816,SK,HT,T,L,24,167,38,15,2,0,1,0,3,10,0,8,8
20200818SKHH0,20200818,SK,HH,B,W,27,181,32,6,2,0,0,0,11,16,0,3,3
20200819SKHH0,20200819,SK,HH,B,W,27,171,40,12,2,0,2,0,3,8,0,6,4
20200820SKSS0,20200820,SK,SS,B,L,27,167,35,9,2,0,0,2,6,9,1,8,5
20200821SKSS0,20200821,SK,SS,B,W,27,186,37,11,1,1,2,0,9,8,1,6,5
20200822SKOB0,20200822,SK,OB,B,L,27,168,39,12,1,0,2,2,5,9,0,8,6
20200823SKOB0,20200823,SK,OB,B,L,27,158,35,9,0,0,3,3,9,4,0,8,7
20200825SKLT0,20200825,SK,LT,T,W,27,175,38,11,1,0,1,0,4,6,1,8,7
20200826SKLT0,20200826,SK,LT,T,L,24,140,28,4,0,0,0,0,9,4,0,3,3
20200827SKHT0,20200827,SK,HT,B,W,27,139,33,8,2,0,0,0,3,12,0,4,4
20200828SKHT0,20200828,SK,HT,B,L,27,193,39,13,0,0,4,0,4,8,0,11,11
20200829SKNC0,20200829,SK,NC,T,L,24,153,35,14,3,0,2,1,4,4,1,9,9
20200830SKNC0,20200830,SK,NC,T,L,24,139,28,7,2,1,0,0,8,5,0,7,7
20200901SKLG0,20200901,SK,LG,B,L,27,193,38,11,3,0,3,0,9,10,0,13,11
20200903SKKT0,20200903,SK,KT,T,L,24,162,34,12,3,0,0,1,4,6,1,6,6
20200904SKKT0,20200904,SK,KT,T,L,24,162,35,13,3,0,3,2,3,7,0,10,10
20200904SKKT1,20200904,SK,KT,T,L,27,156,33,9,2,0,2,0,9,3,1,7,7
20200905SKOB0,20200905,SK,OB,T,L,24,159,29,6,1,0,0,0,9,5,0,5,5
20200906SKOB0,20200906,SK,OB,T,L,24,165,38,14,2,0,2,0,5,3,0,10,9
20200908SKWO0,20200908,SK,WO,B,L,27,196,43,17,4,0,5,0,6,7,1,16,16
20200909SKWO0,20200909,SK,WO,B,L,27,238,35,11,2,0,1,3,16,5,3,13,11
20200910SKHH0,20200910,SK,HH,T,W,27,127,30,5,0,0,0,0,4,9,2,1,1
20200911SKHH0,20200911,SK,HH,T,W,27,162,34,6,1,0,0,0,4,12,1,3,3
20200912SKLT0,20200912,SK,LT,B,W,27,145,30,6,0,0,0,0,5,6,1,1,1
20200913SKLT0,20200913,SK,LT,B,W,27,126,29,5,0,0,0,0,6,1,2,1,1
20200915SKHT0,20200915,SK,HT,T,W,27,138,29,5,0,0,0,0,5,4,3,1,1
20200916SKHT0,20200916,SK,HT,T,W,27,162,33,10,1,0,1,0,6,6,1,6,6
20200917SKNC0,20200917,SK,NC,B,L,27,146,34,9,1,0,2,1,3,6,1,3,3
20200918SKNC0,20200918,SK,NC,B,L,27,157,31,8,0,1,1,1,7,6,0,9,9
20200919SKKT0,20200919,SK,KT,B,L,27,157,34,8,0,0,0,1,6,11,1,5,2
20200920SKKT0,20200920,SK,KT,B,L,27,171,37,11,2,0,1,2,5,10,0,10,6
20200922SKLG0,20200922,SK,LG,T,L,24,149,30,7,1,0,0,2,5,5,2,7,7
20200923SKLG0,20200923,SK,LG,T,L,24,145,31,10,2,0,1,0,1,6,0,6,6
20200721SSNC0,20200721,SS,NC,T,L,27,162,38,13,3,0,3,0,3,7,0,6,6
20200725SSHT0,20200725,SS,HT,T,L,24,164,31,11,2,0,0,0,3,9,1,8,8
20200726SSHT0,20200726,SS,HT,T,L,24,170,37,12,2,1,0,0,4,5,0,8,6
20200729SSHH0,20200729,SS,HH,B,L,27,181,44,18,1,0,1,0,4,7,1,12,5
20200730SSHH0,20200730,SS,HH,B,W,33,181,37,3,0,0,0,0,6,12,0,1,0
20200731SSWO0,20200731,SS,WO,B,L,27,157,36,10,2,0,3,1,6,7,1,10,10
20200801SSWO0,20200801,SS,WO,B,L,27,246,48,23,7,0,1,1,12,6,0,22,21
20200802SSWO0,20200802,SS,WO,B,L,30,141,38,10,2,0,0,0,2,4,2,4,4
20200804SSOB0,20200804,SS,OB,T,W,27,138,36,9,1,0,1,0,1,4,0,3,2
20200805SSOB0,20200805,SS,OB,T,D,24,130,28,4,0,0,0,1,4,4,0,2,0
20200806SSOB0,20200806,SS,OB,T,L,24,140,31,7,1,1,0,0,4,7,0,5,5
20200807SSSK0,20200807,SS,SK,T,W,27,142,32,4,1,0,0,0,2,7,0,0,0
20200808SSSK0,20200808,SS,SK,T,L,15,80,19,3,2,1,0,0,3,0,0,4,2
20200811SSOB0,20200811,SS,OB,B,L,27,172,33,9,1,0,1,0,6,4,2,6,6
20200812SSOB0,20200812,SS,OB,B,L,27,166,45,24,2,0,2,0,3,2,3,15,15
20200813SSOB0,20200813,SS,OB,B,W,27,164,28,4,0,0,1,1,9,11,1,2,2
20200814SSHH0,20200814,SS,HH,T,W,27,144,29,4,1,0,0,0,3,8,1,1,1
20200815SSHH0,20200815,SS,HH,T,W,27,155,30,7,0,0,0,1,5,7,1,0,0
20200816SSHH0,20200816,SS,HH,T,L,24,109,26,2,1,0,0,0,5,4,1,3,3
20200818SSKT0,20200818,SS,KT,B,L,27,177,33,9,1,0,1,0,8,7,0,6,5
20200819SSKT0,20200819,SS,KT,B,L,27,165,31,6,1,0,1,0,5,8,1,6,6
20200820SSSK0,20200820,SS,SK,T,W,27,145,35,11,0,0,2,0,4,6,2,3,3
20200821SSSK0,20200821,SS,SK,T,L,24,123,32,12,2,0,0,0,8,2,0,8,8
20200822SSLT0,20200822,SS,LT,B,L,27,135,39,13,2,0,1,1,2,5,0,5,5
20200823SSLT0,20200823,SS,LT,B,L,27,167,37,10,2,0,3,1,6,7,0,11,8
20200825SSLG0,20200825,SS,LG,B,W,27,166,33,7,1,0,1,1,7,8,0,3,3
20200826SSLG0,20200826,SS,LG,B,L,27,138,36,10,1,0,4,0,3,7,0,8,8
20200827SSHH0,20200827,SS,HH,T,L,24,146,33,11,1,1,0,0,4,3,1,7,7
20200829SSWO0,20200829,SS,WO,T,W,27,119,30,8,2,0,0,0,3,3,3,4,4
20200830SSWO0,20200830,SS,WO,T,L,24,178,34,11,1,1,0,3,3,4,1,3,3
20200901SSHT0,20200901,SS,HT,T,L,24,188,31,9,2,0,1,0,9,9,0,6,6
20200903SSOB0,20200903,SS,OB,B,W,27,143,38,10,3,1,3,1,3,4,1,10,6
20200904SSOB0,20200904,SS,OB,B,W,27,160,32,8,1,0,0,0,5,12,2,5,5
20200906SSNC0,20200906,SS,NC,B,W,27,130,31,5,0,0,1,0,2,10,1,3,3
20200908SSHH0,20200908,SS,HH,B,L,30,173,36,10,2,0,0,0,3,9,0,4,4
20200909SSHH1,20200909,SS,HH,B,L,27,152,37,12,1,0,1,0,6,10,1,7,7
20200909SSHH0,20200909,SS,HH,B,D,27,137,38,10,1,0,2,0,3,5,1,4,4
20200910SSLT0,20200910,SS,LT,T,L,24,200,45,21,3,0,2,0,5,6,0,13,13
20200911SSLT0,20200911,SS,LT,T,L,24,182,37,14,2,0,1,0,8,8,1,12,12
20200912SSLG0,20200912,SS,LG,T,W,27,122,29,2,0,0,1,1,1,6,0,1,1
20200913SSLG0,20200913,SS,LG,T,W,27,110,31,4,1,0,0,0,1,10,0,0,0
20200915SSKT0,20200915,SS,KT,T,W,27,171,36,8,1,0,0,0,2,11,1,0,0
20200916SSKT0,20200916,SS,KT,T,L,24,190,43,19,4,0,1,0,3,8,0,11,11
20200917SSHT0,20200917,SS,HT,B,L,27,167,40,16,4,0,3,0,3,6,1,12,12
20200918SSHT0,20200918,SS,HT,B,L,27,207,39,15,2,0,2,0,8,4,1,13,13
20200919SSWO0,20200919,SS,WO,B,L,27,180,39,15,3,0,0,2,3,12,0,8,8
20200920SSWO0,20200920,SS,WO,B,W,27,161,37,13,2,0,1,0,4,7,3,6,6
20200922SSNC0,20200922,SS,NC,T,L,24,155,30,6,1,0,0,1,6,4,1,3,0
20200923SSNC0,20200923,SS,NC,T,L,24,143,30,10,1,0,1,0,5,7,2,8,8
20200721WOOB0,20200721,WO,OB,T,L,24,121,31,7,2,1,1,2,1,6,0,6,6
20200724WOLT0,20200724,WO,LT,B,L,27,176,33,9,1,0,0,2,6,8,1,4,4
20200725WOLT0,20200725,WO,LT,B,L,27,132,35,9,2,0,0,0,5,11,0,6,6
20200726WOLT0,20200726,WO,LT,B,W,27,133,34,8,3,0,0,1,3,4,2,1,0
20200728WOOB0,20200728,WO,OB,T,W,27,130,36,9,2,0,1,0,2,4,0,2,2
20200730WOOB0,20200730,WO,OB,T,W,27,141,36,10,0,0,2,2,4,8,0,5,5
20200731WOSS0,20200731,WO,SS,T,W,27,151,35,8,1,0,0,0,5,5,0,3,3
20200801WOSS0,20200801,WO,SS,T,W,27,185,34,8,4,0,0,0,6,8,0,7,6
20200802WOSS0,20200802,WO,SS,T,W,30,150,39,10,1,0,1,1,2,8,0,2,2
20200804WOKT0,20200804,WO,KT,B,L,27,143,32,11,1,0,0,1,4,9,3,4,4
20200805WOKT0,20200805,WO,KT,B,W,27,128,34,10,1,0,1,0,2,3,1,3,2
20200806WOKT0,20200806,WO,KT,B,W,27,122,32,4,1,0,1,1,2,9,0,2,2
20200807WOLG0,20200807,WO,LG,B,L,27,158,36,10,0,1,1,0,2,10,1,5,5
20200808WOLG0,20200808,WO,LG,B,W,27,128,32,8,2,0,1,0,3,4,0,1,1
20200809WOLG0,20200809,WO,LG,B,W,27,116,30,4,2,0,1,0,1,8,1,1,1
20200811WOHH0,20200811,WO,HH,B,L,36,215,44,10,1,0,1,0,8,10,0,7,5
20200812WOHH0,20200812,WO,HH,B,W,30,163,34,4,1,0,1,1,4,8,0,2,2
20200813WOHH0,20200813,WO,HH,B,W,27,157,32,9,0,0,0,0,6,10,2,3,3
20200814WOLT0,20200814,WO,LT,T,L,24,122,31,11,2,0,0,0,5,6,0,5,5
20200815WOLT0,20200815,WO,LT,T,W,27,121,35,7,0,0,0,0,1,6,1,1,0
20200816WOLT0,20200816,WO,LT,T,W,27,125,30,6,1,0,0,3,5,5,3,3,3
20200818WONC0,20200818,WO,NC,T,L,24,124,27,7,3,0,1,0,3,4,1,5,5
20200819WONC0,20200819,WO,NC,T,W,27,161,36,7,1,0,1,0,4,7,0,4,3
20200820WOLG0,20200820,WO,LG,B,W,27,166,36,9,1,0,1,1,2,9,1,5,5
20200821WOLG0,20200821,WO,LG,B,L,27,159,36,10,1,1,2,1,6,6,0,7,7
20200822WOHT0,20200822,WO,HT,B,W,27,153,34,7,0,0,0,2,3,10,0,3,1
20200823WOHT0,20200823,WO,HT,B,L,27,164,36,11,0,0,3,0,3,9,0,8,8
20200825WOKT0,20200825,WO,KT,T,W,27,127,32,5,2,0,0,0,1,7,0,1,1
20200826WOKT0,20200826,WO,KT,T,L,27,210,36,10,2,0,1,1,7,6,2,6,6
20200827WOLT0,20200827,WO,LT,T,W,27,168,36,12,2,0,0,0,6,5,2,6,6
20200828WOLT0,20200828,WO,LT,T,W,27,129,37,12,2,0,2,2,3,3,1,4,4
20200829WOSS0,20200829,WO,SS,B,L,27,142,37,10,2,0,0,1,2,10,0,5,5
20200830WOSS0,20200830,WO,SS,B,W,27,131,34,10,0,0,0,2,1,5,1,2,2
20200901WONC0,20200901,WO,NC,B,L,27,160,32,10,2,0,1,0,4,10,1,5,5
20200902WONC0,20200902,WO,NC,B,W,27,136,34,9,3,0,1,0,4,5,2,4,4
20200903WOHH0,20200903,WO,HH,T,W,27,157,38,11,2,0,1,0,6,8,0,5,3
20200904WOHH0,20200904,WO,HH,T,L,24,174,30,10,1,0,0,0,7,7,0,7,7
20200905WOKT0,20200905,WO,KT,B,L,27,183,37,11,1,0,2,0,6,8,0,8,8
20200906WOKT0,20200906,WO,KT,B,L,27,187,38,12,2,0,0,0,5,6,1,8,7
20200908WOSK0,20200908,WO,SK,T,W,27,186,45,16,4,0,3,0,5,8,0,15,12
20200909WOSK0,20200909,WO,SK,T,W,27,135,35,9,1,0,2,0,2,3,2,4,4
20200910WOLG0,20200910,WO,LG,T,L,24,149,35,10,2,0,1,0,5,7,0,6,4
20200911WOLG0,20200911,WO,LG,T,W,27,153,33,8,1,0,0,1,3,11,0,2,2
20200912WOOB0,20200912,WO,OB,B,W,27,123,29,4,1,0,0,0,2,8,2,0,0
20200913WOOB0,20200913,WO,OB,B,D,36,223,48,15,2,0,0,0,7,7,0,6,5
20200915WOLT0,20200915,WO,LT,B,L,27,162,33,10,3,0,1,0,5,3,2,8,8
20200917WOHH0,20200917,WO,HH,B,W,27,128,29,3,0,0,0,0,2,13,0,2,2
20200918WOHH0,20200918,WO,HH,B,L,27,149,36,8,1,0,0,0,1,10,0,2,1
20200919WOSS0,20200919,WO,SS,T,W,27,153,37,11,3,0,2,2,3,6,2,7,6
20200920WOSS0,20200920,WO,SS,T,L,24,192,42,18,0,0,3,1,5,6,1,14,9
20200922WOHT0,20200922,WO,HT,T,W,27,131,30,4,0,0,0,0,3,8,1,0,0
20200923WOHT0,20200923,WO,HT,T,W,27,133,32,5,0,0,1,0,2,7,0,1,1
20200924KTHT0,20200924,KT,HT,B,L,27,187,40,16,4,1,0,0,5,3,1,5,5
20200924HTKT0,20200924,HT,KT,T,W,27,154,34,8,2,0,0,0,3,11,0,3,2
20200924NCLG0,20200924,NC,LG,B,W,27,169,35,9,1,0,4,1,7,11,1,8,8
20200924LGNC0,20200924,LG,NC,T,L,24,193,39,17,4,0,2,0,5,4,1,12,12
20200924HHLT0,20200924,HH,LT,B,W,27,156,32,6,0,0,0,3,5,5,1,4,2
20200924LTHH0,20200924,LT,HH,T,L,24,144,36,15,4,0,1,2,4,8,2,7,7
20200924WOSK0,20200924,WO,SK,B,W,27,125,29,6,1,0,0,1,4,8,3,1,1
20200924SKWO0,20200924,SK,WO,T,L,24,122,32,9,1,0,0,2,3,7,0,6,6
20200924OBSS0,20200924,OB,SS,B,W,27,132,32,7,1,0,0,1,2,8,2,0,0
20200924SSOB0,20200924,SS,OB,T,L,24,130,26,1,0,0,0,0,6,5,0,1,1
20200925KTHT0,20200925,KT,HT,B,W,27,159,37,12,2,0,0,0,3,4,1,3,3
20200925HTKT0,20200925,HT,KT,T,L,24,150,31,12,1,0,2,1,7,1,2,7,7
20200925NCLG0,20200925,NC,LG,B,W,27,132,33,7,0,0,1,0,3,7,1,1,1
20200925LGNC0,20200925,LG,NC,T,L,24,172,30,9,2,1,1,2,9,10,1,7,5
20200925HHLT0,20200925,HH,LT,B,W,30,177,37,13,0,0,2,0,4,6,3,5,5
20200925LTHH0,20200925,LT,HH,T,L,30,158,40,13,2,0,3,0,7,7,1,6,6
20200925WOSK0,20200925,WO,SK,B,L,33,173,40,10,3,0,1,7,7,6,1,8,8
20200925SKWO0,20200925,SK,WO,T,W,33,195,45,17,4,0,0,2,4,11,1,6,5
20200925OBSS0,20200925,OB,SS,B,L,27,131,31,7,0,0,1,2,2,7,1,4,3
20200925SSOB0,20200925,SS,OB,T,W,27,133,32,7,1,1,0,0,2,6,0,3,3
20200926KTLG0,20200926,KT,LG,B,L,27,142,31,7,1,1,0,1,6,3,1,3,3
20200926LGKT0,20200926,LG,KT,T,W,27,157,31,7,2,0,0,2,4,5,0,1,1
20200926HTLT0,20200926,HT,LT,B,L,27,174,44,18,7,0,1,0,5,5,0,16,16
20200926LTHT0,20200926,LT,HT,T,W,27,163,34,8,1,0,0,0,6,7,2,3,3
20200926HHNC0,20200926,HH,NC,B,L,27,223,42,16,1,1,2,0,9,7,0,13,12
20200926NCHH0,20200926,NC,HH,T,W,27,130,36,9,2,0,1,0,1,7,0,1,1
20200926SSSK0,20200926,SS,SK,B,W,27,145,32,8,0,0,1,0,2,10,0,2,2
20200926SKSS0,20200926,SK,SS,T,L,24,148,33,12,1,0,3,0,4,3,2,8,8
20200926OBWO0,20200926,OB,WO,B,W,27,127,30,3,1,0,0,1,2,9,0,0,0
20200926WOOB0,20200926,WO,OB,T,L,24,113,31,9,2,1,0,0,2,3,0,4,4
20200927KTLG0,20200927,KT,LG,B,W,27,148,35,9,2,0,2,1,2,7,1,4,4
20200927LGKT0,20200927,LG,KT,T,L,24,121,28,8,1,0,1,1,7,2,3,5,4
20200927HTLT0,20200927,HT,LT,B,W,30,149,33,6,1,0,0,0,3,6,0,1,1
20200927LTHT0,20200927,LT,HT,T,L,30,162,37,9,1,1,0,0,4,8,0,2,2
20200927HHNC0,20200927,HH,NC,B,L,27,143,35,9,4,0,1,1,5,4,1,5,4
20200927NCHH0,20200927,NC,HH,T,W,27,156,31,5,1,0,0,0,5,9,1,4,2
20200927SSSK0,20200927,SS,SK,B,L,27,180,42,16,5,0,4,1,3,11,0,12,12
20200927SKSS0,20200927,SK,SS,T,W,27,155,30,3,0,0,0,1,6,7,0,1,1
20200927OBWO0,20200927,OB,WO,B,L,27,142,37,12,3,0,2,1,2,8,0,7,7
20200927WOOB0,20200927,WO,OB,T,W,27,146,31,7,0,0,0,2,5,7,1,3,2
20200927OBWO1,20200927,OB,WO,B,W,27,139,36,11,1,1,0,1,2,8,2,1,1
20200927WOOB1,20200927,WO,OB,T,L,24,131,29,10,3,1,0,0,6,3,1,6,5
